question_id,symptom,question,slot,required,priority
3219,headache,When did it start?,unknown,yes,1
3220,runny_nose,Are symptoms getting worse?,unknown,yes,1
3221,runny_nose,Any known allergies?,unknown,yes,1
3222,runny_nose,When did it start?,unknown,yes,1
3223,runny_nose,Do you have fever with this?,unknown,yes,1
3224,cough,When did it start?,unknown,yes,1
3225,cough,Are symptoms getting worse?,unknown,yes,1
3226,cough,Any recent travel?,unknown,yes,1
3227,cough,Do you have fever with this?,unknown,yes,1
3228,stomach_pain,Any recent travel?,unknown,yes,1
3229,stomach_pain,Are symptoms getting worse?,unknown,yes,1
3230,stomach_pain,How long have you had this symptom?,unknown,yes,1
3231,headache,Is the pain mild,unknown,yes,1
3232,headache,moderate,unknown,yes,1
3233,headache,or severe?,unknown,yes,1
3234,headache,Any known allergies?,unknown,yes,1
3235,headache,When did it start?,unknown,yes,1
3236,headache,Do you have fever with this?,unknown,yes,1
3237,stomach_pain,Do you have fever with this?,unknown,yes,1
3238,stomach_pain,Are symptoms getting worse?,unknown,yes,1
3239,vomiting,Any recent travel?,unknown,yes,1
3240,vomiting,Is the pain mild,unknown,yes,1
3241,vomiting,moderate,unknown,yes,1
3242,vomiting,or severe?,unknown,yes,1
3243,vomiting,How long have you had this symptom?,unknown,yes,1
3244,body_pain,Do you have fever with this?,unknown,yes,1
3245,body_pain,Are symptoms getting worse?,unknown,yes,1
3246,body_pain,When did it start?,unknown,yes,1
3247,body_pain,Are symptoms getting worse?,unknown,yes,1
3248,body_pain,Any recent travel?,unknown,yes,1
3249,body_pain,When did it start?,unknown,yes,1
3250,vomiting,Do you have fever with this?,unknown,yes,1
3251,vomiting,Any recent travel?,unknown,yes,1
3252,itching,Any recent travel?,unknown,yes,1
3253,itching,Any known allergies?,unknown,yes,1
3254,itching,How long have you had this symptom?,unknown,yes,1
3255,sneezing,Is the pain mild,unknown,yes,1
3256,sneezing,moderate,unknown,yes,1
3257,sneezing,or severe?,unknown,yes,1
3258,sneezing,When did it start?,unknown,yes,1
3259,sneezing,How long have you had this symptom?,unknown,yes,1
3260,sneezing,Are symptoms getting worse?,unknown,yes,1
3261,burning_sensation,How long have you had this symptom?,unknown,yes,1
3262,burning_sensation,Any recent travel?,unknown,yes,1
3263,burning_sensation,Is the pain mild,unknown,yes,1
3264,burning_sensation,moderate,unknown,yes,1
3265,burning_sensation,or severe?,unknown,yes,1
3266,shortness_of_breath,Do you have fever with this?,unknown,yes,1
3267,shortness_of_breath,Any known allergies?,unknown,yes,1
3268,shortness_of_breath,Are symptoms getting worse?,unknown,yes,1
3269,shortness_of_breath,Any recent travel?,unknown,yes,1
3270,redness,Any known allergies?,unknown,yes,1
3271,redness,When did it start?,unknown,yes,1
3272,redness,Do you have fever with this?,unknown,yes,1
3273,redness,Is the pain mild,unknown,yes,1
3274,redness,moderate,unknown,yes,1
3275,redness,or severe?,unknown,yes,1
3276,itching,Is the pain mild,unknown,yes,1
3277,itching,moderate,unknown,yes,1
3278,itching,or severe?,unknown,yes,1
3279,itching,How long have you had this symptom?,unknown,yes,1
3280,fatigue,How long have you had this symptom?,unknown,yes,1
3281,fatigue,Is the pain mild,unknown,yes,1
3282,fatigue,moderate,unknown,yes,1
3283,fatigue,or severe?,unknown,yes,1
3284,cold,Do you have fever with this?,unknown,yes,1
3285,cold,How long have you had this symptom?,unknown,yes,1
3286,cold,Any recent travel?,unknown,yes,1
3287,cough,How long have you had this symptom?,unknown,yes,1
3288,cough,Any recent travel?,unknown,yes,1
3289,joint_pain,Do you have fever with this?,unknown,yes,1
3290,joint_pain,How long have you had this symptom?,unknown,yes,1
3291,redness,Any known allergies?,unknown,yes,1
3292,swelling,Do you have fever with this?,unknown,yes,1
3293,swelling,Any recent travel?,unknown,yes,1
3294,swelling,When did it start?,unknown,yes,1
3295,swelling,Are symptoms getting worse?,unknown,yes,1
3296,runny_nose,Any recent travel?,unknown,yes,1
3297,runny_nose,How long have you had this symptom?,unknown,yes,1
3298,runny_nose,Any known allergies?,unknown,yes,1
3299,runny_nose,Do you have fever with this?,unknown,yes,1
3300,runny_nose,Are symptoms getting worse?,unknown,yes,1
3301,rash,How long have you had this symptom?,unknown,yes,1
3302,rash,Any recent travel?,unknown,yes,1
3303,dizziness,How long have you had this symptom?,unknown,yes,1
3304,dizziness,When did it start?,unknown,yes,1
3305,cough,Are symptoms getting worse?,unknown,yes,1
3306,cough,Do you have fever with this?,unknown,yes,1
3307,cough,When did it start?,unknown,yes,1
3308,cough,How long have you had this symptom?,unknown,yes,1
3309,headache,When did it start?,unknown,yes,1
3310,headache,Is the pain mild,unknown,yes,1
3311,headache,moderate,unknown,yes,1
3312,headache,or severe?,unknown,yes,1
3313,nasal_congestion,How long have you had this symptom?,unknown,yes,1
3314,runny_nose,How long have you had this symptom?,unknown,yes,1
3315,runny_nose,Any known allergies?,unknown,yes,1
3316,runny_nose,Any recent travel?,unknown,yes,1
3317,runny_nose,When did it start?,unknown,yes,1
3318,runny_nose,Do you have fever with this?,unknown,yes,1
3319,rash,Is the pain mild,unknown,yes,1
3320,rash,moderate,unknown,yes,1
3321,rash,or severe?,unknown,yes,1
3322,rash,Any known allergies?,unknown,yes,1
3323,rash,Are symptoms getting worse?,unknown,yes,1
3324,rash,When did it start?,unknown,yes,1
3325,rash,Any recent travel?,unknown,yes,1
3326,stomach_pain,Any known allergies?,unknown,yes,1
3327,stomach_pain,How long have you had this symptom?,unknown,yes,1
3328,redness,Are symptoms getting worse?,unknown,yes,1
3329,redness,Do you have fever with this?,unknown,yes,1
3330,cold,Do you have fever with this?,unknown,yes,1
3331,cold,Is the pain mild,unknown,yes,1
3332,cold,moderate,unknown,yes,1
3333,cold,or severe?,unknown,yes,1
3334,redness,Are symptoms getting worse?,unknown,yes,1
3335,redness,How long have you had this symptom?,unknown,yes,1
3336,redness,Any known allergies?,unknown,yes,1
3337,redness,When did it start?,unknown,yes,1
3338,cough,Any known allergies?,unknown,yes,1
3339,cough,Is the pain mild,unknown,yes,1
3340,cough,moderate,unknown,yes,1
3341,cough,or severe?,unknown,yes,1
3342,cough,How long have you had this symptom?,unknown,yes,1
3343,cough,Any recent travel?,unknown,yes,1
3344,cough,When did it start?,unknown,yes,1
3345,runny_nose,Is the pain mild,unknown,yes,1
3346,runny_nose,moderate,unknown,yes,1
3347,runny_nose,or severe?,unknown,yes,1
3348,runny_nose,When did it start?,unknown,yes,1
3349,cold,How long have you had this symptom?,unknown,yes,1
3350,cold,Is the pain mild,unknown,yes,1
3351,cold,moderate,unknown,yes,1
3352,cold,or severe?,unknown,yes,1
3353,cold,Do you have fever with this?,unknown,yes,1
3354,cold,Are symptoms getting worse?,unknown,yes,1
3355,shortness_of_breath,Any known allergies?,unknown,yes,1
3356,shortness_of_breath,Do you have fever with this?,unknown,yes,1
3357,shortness_of_breath,When did it start?,unknown,yes,1
3358,shortness_of_breath,Are symptoms getting worse?,unknown,yes,1
3359,shortness_of_breath,Is the pain mild,unknown,yes,1
3360,shortness_of_breath,moderate,unknown,yes,1
3361,shortness_of_breath,or severe?,unknown,yes,1
3362,fever,Any recent travel?,unknown,yes,1
3363,itching,Is the pain mild,unknown,yes,1
3364,itching,moderate,unknown,yes,1
3365,itching,or severe?,unknown,yes,1
3366,itching,When did it start?,unknown,yes,1
3367,diarrhea,Any known allergies?,unknown,yes,1
3368,diarrhea,When did it start?,unknown,yes,1
3369,fever,When did it start?,unknown,yes,1
3370,fever,Any recent travel?,unknown,yes,1
3371,fever,How long have you had this symptom?,unknown,yes,1
3372,runny_nose,When did it start?,unknown,yes,1
3373,runny_nose,Are symptoms getting worse?,unknown,yes,1
3374,runny_nose,Is the pain mild,unknown,yes,1
3375,runny_nose,moderate,unknown,yes,1
3376,runny_nose,or severe?,unknown,yes,1
3377,burning_sensation,Any known allergies?,unknown,yes,1
3378,burning_sensation,Do you have fever with this?,unknown,yes,1
3379,burning_sensation,Any recent travel?,unknown,yes,1
3380,burning_sensation,Are symptoms getting worse?,unknown,yes,1
3381,burning_sensation,How long have you had this symptom?,unknown,yes,1
3382,shortness_of_breath,Is the pain mild,unknown,yes,1
3383,shortness_of_breath,moderate,unknown,yes,1
3384,shortness_of_breath,or severe?,unknown,yes,1
3385,shortness_of_breath,Do you have fever with this?,unknown,yes,1
3386,shortness_of_breath,Any known allergies?,unknown,yes,1
3387,shortness_of_breath,Any recent travel?,unknown,yes,1
3388,cough,How long have you had this symptom?,unknown,yes,1
3389,cough,Is the pain mild,unknown,yes,1
3390,cough,moderate,unknown,yes,1
3391,cough,or severe?,unknown,yes,1
3392,cough,Any known allergies?,unknown,yes,1
3393,nausea,Do you have fever with this?,unknown,yes,1
3394,nausea,Is the pain mild,unknown,yes,1
3395,nausea,moderate,unknown,yes,1
3396,nausea,or severe?,unknown,yes,1
3397,nausea,When did it start?,unknown,yes,1
3398,nausea,Any recent travel?,unknown,yes,1
3399,diarrhea,Any recent travel?,unknown,yes,1
3400,diarrhea,Do you have fever with this?,unknown,yes,1
3401,diarrhea,Are symptoms getting worse?,unknown,yes,1
3402,diarrhea,Any known allergies?,unknown,yes,1
3403,cold,Any recent travel?,unknown,yes,1
3404,cold,Is the pain mild,unknown,yes,1
3405,cold,moderate,unknown,yes,1
3406,cold,or severe?,unknown,yes,1
3407,fever,Do you have fever with this?,unknown,yes,1
3408,fever,Is the pain mild,unknown,yes,1
3409,fever,moderate,unknown,yes,1
3410,fever,or severe?,unknown,yes,1
3411,fever,Any known allergies?,unknown,yes,1
3412,runny_nose,How long have you had this symptom?,unknown,yes,1
3413,runny_nose,Any recent travel?,unknown,yes,1
3414,dizziness,Any known allergies?,unknown,yes,1
3415,dizziness,How long have you had this symptom?,unknown,yes,1
3416,dizziness,Do you have fever with this?,unknown,yes,1
3417,sneezing,When did it start?,unknown,yes,1
3418,sneezing,Is the pain mild,unknown,yes,1
3419,sneezing,moderate,unknown,yes,1
3420,sneezing,or severe?,unknown,yes,1
3421,burning_sensation,When did it start?,unknown,yes,1
3422,burning_sensation,How long have you had this symptom?,unknown,yes,1
3423,burning_sensation,Any recent travel?,unknown,yes,1
3424,burning_sensation,Do you have fever with this?,unknown,yes,1
3425,burning_sensation,Any known allergies?,unknown,yes,1
3426,weakness,Are symptoms getting worse?,unknown,yes,1
3427,weakness,When did it start?,unknown,yes,1
3428,weakness,How long have you had this symptom?,unknown,yes,1
3429,weakness,Do you have fever with this?,unknown,yes,1
3430,weakness,Any known allergies?,unknown,yes,1
3431,sore_throat,Are symptoms getting worse?,unknown,yes,1
3432,sore_throat,Any recent travel?,unknown,yes,1
3433,itching,When did it start?,unknown,yes,1
3434,itching,Do you have fever with this?,unknown,yes,1
3435,chest_pain,Any known allergies?,unknown,yes,1
3436,chest_pain,Do you have fever with this?,unknown,yes,1
3437,chest_pain,How long have you had this symptom?,unknown,yes,1
3438,chest_pain,Are symptoms getting worse?,unknown,yes,1
3439,runny_nose,Do you have fever with this?,unknown,yes,1
3440,runny_nose,Any known allergies?,unknown,yes,1
3441,runny_nose,How long have you had this symptom?,unknown,yes,1
3442,runny_nose,Are symptoms getting worse?,unknown,yes,1
3443,nausea,Any recent travel?,unknown,yes,1
3444,nausea,Is the pain mild,unknown,yes,1
3445,nausea,moderate,unknown,yes,1
3446,nausea,or severe?,unknown,yes,1
3447,nausea,Any known allergies?,unknown,yes,1
3448,swelling,Any known allergies?,unknown,yes,1
3449,swelling,How long have you had this symptom?,unknown,yes,1
3450,swelling,Any recent travel?,unknown,yes,1
3451,swelling,Is the pain mild,unknown,yes,1
3452,swelling,moderate,unknown,yes,1
3453,swelling,or severe?,unknown,yes,1
3454,diarrhea,Are symptoms getting worse?,unknown,yes,1
3455,diarrhea,How long have you had this symptom?,unknown,yes,1
3456,diarrhea,Is the pain mild,unknown,yes,1
3457,diarrhea,moderate,unknown,yes,1
3458,diarrhea,or severe?,unknown,yes,1
3459,stomach_pain,When did it start?,unknown,yes,1
3460,stomach_pain,Are symptoms getting worse?,unknown,yes,1
3461,stomach_pain,Any known allergies?,unknown,yes,1
3462,headache,How long have you had this symptom?,unknown,yes,1
3463,headache,When did it start?,unknown,yes,1
3464,headache,Are symptoms getting worse?,unknown,yes,1
3465,headache,How long have you had this symptom?,unknown,yes,1
3466,headache,Is the pain mild,unknown,yes,1
3467,headache,moderate,unknown,yes,1
3468,headache,or severe?,unknown,yes,1
3469,swelling,Do you have fever with this?,unknown,yes,1
3470,swelling,Any known allergies?,unknown,yes,1
3471,swelling,How long have you had this symptom?,unknown,yes,1
3472,dizziness,Any recent travel?,unknown,yes,1
3473,dizziness,Is the pain mild,unknown,yes,1
3474,dizziness,moderate,unknown,yes,1
3475,dizziness,or severe?,unknown,yes,1
3476,burning_sensation,Any recent travel?,unknown,yes,1
3477,burning_sensation,Do you have fever with this?,unknown,yes,1
3478,burning_sensation,Is the pain mild,unknown,yes,1
3479,burning_sensation,moderate,unknown,yes,1
3480,burning_sensation,or severe?,unknown,yes,1
3481,nasal_congestion,Any known allergies?,unknown,yes,1
3482,nasal_congestion,Are symptoms getting worse?,unknown,yes,1
3483,body_pain,Any recent travel?,unknown,yes,1
3484,itching,Any known allergies?,unknown,yes,1
3485,itching,How long have you had this symptom?,unknown,yes,1
3486,itching,Any recent travel?,unknown,yes,1
3487,itching,Do you have fever with this?,unknown,yes,1
3488,redness,Is the pain mild,unknown,yes,1
3489,redness,moderate,unknown,yes,1
3490,redness,or severe?,unknown,yes,1
3491,redness,Do you have fever with this?,unknown,yes,1
3492,redness,Any recent travel?,unknown,yes,1
3493,sneezing,Any known allergies?,unknown,yes,1
3494,sneezing,Is the pain mild,unknown,yes,1
3495,sneezing,moderate,unknown,yes,1
3496,sneezing,or severe?,unknown,yes,1
3497,sneezing,When did it start?,unknown,yes,1
3498,sneezing,Do you have fever with this?,unknown,yes,1
3499,weakness,Any known allergies?,unknown,yes,1
3500,weakness,How long have you had this symptom?,unknown,yes,1
3501,weakness,Any recent travel?,unknown,yes,1
3502,weakness,Do you have fever with this?,unknown,yes,1
3503,body_pain,Any known allergies?,unknown,yes,1
3504,body_pain,Do you have fever with this?,unknown,yes,1
3505,nausea,How long have you had this symptom?,unknown,yes,1
3506,nausea,Do you have fever with this?,unknown,yes,1
3507,dizziness,Is the pain mild,unknown,yes,1
3508,dizziness,moderate,unknown,yes,1
3509,dizziness,or severe?,unknown,yes,1
3510,dizziness,Any recent travel?,unknown,yes,1
3511,dizziness,How long have you had this symptom?,unknown,yes,1
3512,cough,Is the pain mild,unknown,yes,1
3513,cough,moderate,unknown,yes,1
3514,cough,or severe?,unknown,yes,1
3515,cough,Do you have fever with this?,unknown,yes,1
3516,cough,When did it start?,unknown,yes,1
3517,cough,How long have you had this symptom?,unknown,yes,1
3518,nasal_congestion,Any recent travel?,unknown,yes,1
3519,nasal_congestion,Any known allergies?,unknown,yes,1
3520,nasal_congestion,Are symptoms getting worse?,unknown,yes,1
3521,nasal_congestion,How long have you had this symptom?,unknown,yes,1
3522,vomiting,Are symptoms getting worse?,unknown,yes,1
3523,vomiting,When did it start?,unknown,yes,1
3524,itching,Are symptoms getting worse?,unknown,yes,1
3525,itching,Do you have fever with this?,unknown,yes,1
3526,joint_pain,Any known allergies?,unknown,yes,1
3527,joint_pain,Is the pain mild,unknown,yes,1
3528,joint_pain,moderate,unknown,yes,1
3529,joint_pain,or severe?,unknown,yes,1
3530,burning_sensation,Are symptoms getting worse?,unknown,yes,1
3531,burning_sensation,Any known allergies?,unknown,yes,1
3532,sneezing,Any known allergies?,unknown,yes,1
3533,sneezing,Are symptoms getting worse?,unknown,yes,1
3534,joint_pain,Is the pain mild,unknown,yes,1
3535,joint_pain,moderate,unknown,yes,1
3536,joint_pain,or severe?,unknown,yes,1
3537,joint_pain,When did it start?,unknown,yes,1
3538,joint_pain,How long have you had this symptom?,unknown,yes,1
3539,fatigue,Are symptoms getting worse?,unknown,yes,1
3540,fatigue,Any known allergies?,unknown,yes,1
3541,fatigue,Any recent travel?,unknown,yes,1
3542,fatigue,When did it start?,unknown,yes,1
3543,shortness_of_breath,Are symptoms getting worse?,unknown,yes,1
3544,shortness_of_breath,When did it start?,unknown,yes,1
3545,shortness_of_breath,How long have you had this symptom?,unknown,yes,1
3546,shortness_of_breath,Any recent travel?,unknown,yes,1
3547,burning_sensation,When did it start?,unknown,yes,1
3548,burning_sensation,Any known allergies?,unknown,yes,1
3549,burning_sensation,How long have you had this symptom?,unknown,yes,1
3550,burning_sensation,Are symptoms getting worse?,unknown,yes,1
3551,vomiting,Any known allergies?,unknown,yes,1
3552,vomiting,Are symptoms getting worse?,unknown,yes,1
3553,vomiting,Do you have fever with this?,unknown,yes,1
3554,stomach_pain,Any recent travel?,unknown,yes,1
3555,stomach_pain,When did it start?,unknown,yes,1
3556,body_pain,Are symptoms getting worse?,unknown,yes,1
3557,body_pain,Any known allergies?,unknown,yes,1
3558,itching,When did it start?,unknown,yes,1
3559,itching,Is the pain mild,unknown,yes,1
3560,itching,moderate,unknown,yes,1
3561,itching,or severe?,unknown,yes,1
3562,swelling,Any known allergies?,unknown,yes,1
3563,swelling,Do you have fever with this?,unknown,yes,1
3564,swelling,When did it start?,unknown,yes,1
3565,swelling,Are symptoms getting worse?,unknown,yes,1
3566,nausea,Is the pain mild,unknown,yes,1
3567,nausea,moderate,unknown,yes,1
3568,nausea,or severe?,unknown,yes,1
3569,nausea,Any known allergies?,unknown,yes,1
3570,nausea,Any recent travel?,unknown,yes,1
3571,diarrhea,Are symptoms getting worse?,unknown,yes,1
3572,diarrhea,When did it start?,unknown,yes,1
3573,fever,Is the pain mild,unknown,yes,1
3574,fever,moderate,unknown,yes,1
3575,fever,or severe?,unknown,yes,1
3576,fever,Do you have fever with this?,unknown,yes,1
3577,fever,How long have you had this symptom?,unknown,yes,1
3578,body_pain,How long have you had this symptom?,unknown,yes,1
3579,body_pain,Any known allergies?,unknown,yes,1
3580,body_pain,Do you have fever with this?,unknown,yes,1
3581,cold,Any known allergies?,unknown,yes,1
3582,cold,Any recent travel?,unknown,yes,1
3583,cold,Do you have fever with this?,unknown,yes,1
3584,cold,Is the pain mild,unknown,yes,1
3585,cold,moderate,unknown,yes,1
3586,cold,or severe?,unknown,yes,1
3587,chest_pain,Are symptoms getting worse?,unknown,yes,1
3588,stomach_pain,Any known allergies?,unknown,yes,1
3589,stomach_pain,Is the pain mild,unknown,yes,1
3590,stomach_pain,moderate,unknown,yes,1
3591,stomach_pain,or severe?,unknown,yes,1
3592,stomach_pain,Any recent travel?,unknown,yes,1
3593,stomach_pain,Do you have fever with this?,unknown,yes,1
3594,weakness,How long have you had this symptom?,unknown,yes,1
3595,weakness,Are symptoms getting worse?,unknown,yes,1
3596,weakness,Do you have fever with this?,unknown,yes,1
3597,fever,Any known allergies?,unknown,yes,1
3598,fever,Is the pain mild,unknown,yes,1
3599,fever,moderate,unknown,yes,1
3600,fever,or severe?,unknown,yes,1
3601,fever,When did it start?,unknown,yes,1
3602,fever,Are symptoms getting worse?,unknown,yes,1
3603,nausea,Any recent travel?,unknown,yes,1
3604,nausea,Are symptoms getting worse?,unknown,yes,1
3605,nausea,How long have you had this symptom?,unknown,yes,1
3606,nausea,When did it start?,unknown,yes,1
3607,diarrhea,Any recent travel?,unknown,yes,1
3608,diarrhea,Are symptoms getting worse?,unknown,yes,1
3609,diarrhea,How long have you had this symptom?,unknown,yes,1
3610,diarrhea,When did it start?,unknown,yes,1
3611,cough,Any recent travel?,unknown,yes,1
3612,cough,How long have you had this symptom?,unknown,yes,1
3613,cough,Are symptoms getting worse?,unknown,yes,1
3614,dizziness,Any recent travel?,unknown,yes,1
3615,dizziness,How long have you had this symptom?,unknown,yes,1
3616,dizziness,Is the pain mild,unknown,yes,1
3617,dizziness,moderate,unknown,yes,1
3618,dizziness,or severe?,unknown,yes,1
3619,dizziness,Any known allergies?,unknown,yes,1
3620,stomach_pain,Is the pain mild,unknown,yes,1
3621,stomach_pain,moderate,unknown,yes,1
3622,stomach_pain,or severe?,unknown,yes,1
3623,stomach_pain,How long have you had this symptom?,unknown,yes,1
3624,stomach_pain,Any recent travel?,unknown,yes,1
3625,headache,Are symptoms getting worse?,unknown,yes,1
3626,headache,Any known allergies?,unknown,yes,1
3627,headache,Any recent travel?,unknown,yes,1
3628,headache,How long have you had this symptom?,unknown,yes,1
3629,fever,Any recent travel?,unknown,yes,1
3630,fever,Do you have fever with this?,unknown,yes,1
3631,chest_pain,Is the pain mild,unknown,yes,1
3632,chest_pain,moderate,unknown,yes,1
3633,chest_pain,or severe?,unknown,yes,1
3634,chest_pain,Any recent travel?,unknown,yes,1
3635,chest_pain,When did it start?,unknown,yes,1
3636,dizziness,Are symptoms getting worse?,unknown,yes,1
3637,dizziness,When did it start?,unknown,yes,1
3638,rash,How long have you had this symptom?,unknown,yes,1
3639,rash,Is the pain mild,unknown,yes,1
3640,rash,moderate,unknown,yes,1
3641,rash,or severe?,unknown,yes,1
3642,rash,When did it start?,unknown,yes,1
3643,rash,Are symptoms getting worse?,unknown,yes,1
3644,body_pain,Are symptoms getting worse?,unknown,yes,1
3645,body_pain,Do you have fever with this?,unknown,yes,1
3646,body_pain,Any recent travel?,unknown,yes,1
3647,burning_sensation,How long have you had this symptom?,unknown,yes,1
3648,burning_sensation,Are symptoms getting worse?,unknown,yes,1
3649,burning_sensation,Is the pain mild,unknown,yes,1
3650,burning_sensation,moderate,unknown,yes,1
3651,burning_sensation,or severe?,unknown,yes,1
3652,burning_sensation,Do you have fever with this?,unknown,yes,1
3653,burning_sensation,Any known allergies?,unknown,yes,1
3654,shortness_of_breath,Do you have fever with this?,unknown,yes,1
3655,shortness_of_breath,Any known allergies?,unknown,yes,1
3656,shortness_of_breath,Any recent travel?,unknown,yes,1
3657,cold,Any known allergies?,unknown,yes,1
3658,cold,Do you have fever with this?,unknown,yes,1
3659,nausea,How long have you had this symptom?,unknown,yes,1
3660,nausea,Is the pain mild,unknown,yes,1
3661,nausea,moderate,unknown,yes,1
3662,nausea,or severe?,unknown,yes,1
3663,nausea,Are symptoms getting worse?,unknown,yes,1
3664,nausea,Any known allergies?,unknown,yes,1
3665,cough,Any recent travel?,unknown,yes,1
3666,stomach_pain,Do you have fever with this?,unknown,yes,1
3667,stomach_pain,Any recent travel?,unknown,yes,1
3668,rash,Is the pain mild,unknown,yes,1
3669,rash,moderate,unknown,yes,1
3670,rash,or severe?,unknown,yes,1
3671,rash,How long have you had this symptom?,unknown,yes,1
3672,itching,When did it start?,unknown,yes,1
3673,itching,Are symptoms getting worse?,unknown,yes,1
3674,itching,Any recent travel?,unknown,yes,1
3675,itching,Do you have fever with this?,unknown,yes,1
3676,fatigue,Any recent travel?,unknown,yes,1
3677,fatigue,Do you have fever with this?,unknown,yes,1
3678,fatigue,When did it start?,unknown,yes,1
3679,cough,How long have you had this symptom?,unknown,yes,1
3680,cough,Any recent travel?,unknown,yes,1
3681,itching,Are symptoms getting worse?,unknown,yes,1
3682,itching,When did it start?,unknown,yes,1
3683,itching,Do you have fever with this?,unknown,yes,1
3684,sore_throat,Any known allergies?,unknown,yes,1
3685,sore_throat,When did it start?,unknown,yes,1
3686,sore_throat,How long have you had this symptom?,unknown,yes,1
3687,sore_throat,Do you have fever with this?,unknown,yes,1
3688,diarrhea,Is the pain mild,unknown,yes,1
3689,diarrhea,moderate,unknown,yes,1
3690,diarrhea,or severe?,unknown,yes,1
3691,diarrhea,Any known allergies?,unknown,yes,1
3692,vomiting,When did it start?,unknown,yes,1
3693,vomiting,Do you have fever with this?,unknown,yes,1
3694,vomiting,Are symptoms getting worse?,unknown,yes,1
3695,sore_throat,Any recent travel?,unknown,yes,1
3696,sore_throat,Any known allergies?,unknown,yes,1
3697,sore_throat,Do you have fever with this?,unknown,yes,1
3698,sore_throat,How long have you had this symptom?,unknown,yes,1
3699,sore_throat,When did it start?,unknown,yes,1
3700,fatigue,Is the pain mild,unknown,yes,1
3701,fatigue,moderate,unknown,yes,1
3702,fatigue,or severe?,unknown,yes,1
3703,fatigue,Any recent travel?,unknown,yes,1
3704,fatigue,When did it start?,unknown,yes,1
3705,fatigue,Do you have fever with this?,unknown,yes,1
3706,redness,Do you have fever with this?,unknown,yes,1
3707,redness,Any known allergies?,unknown,yes,1
3708,redness,Is the pain mild,unknown,yes,1
3709,redness,moderate,unknown,yes,1
3710,redness,or severe?,unknown,yes,1
3711,redness,How long have you had this symptom?,unknown,yes,1
3712,redness,Do you have fever with this?,unknown,yes,1
3713,redness,Any known allergies?,unknown,yes,1
3714,redness,When did it start?,unknown,yes,1
3715,sore_throat,Are symptoms getting worse?,unknown,yes,1
3716,sore_throat,When did it start?,unknown,yes,1
3717,sore_throat,Any known allergies?,unknown,yes,1
3718,nausea,Is the pain mild,unknown,yes,1
3719,nausea,moderate,unknown,yes,1
3720,nausea,or severe?,unknown,yes,1
3721,nausea,Are symptoms getting worse?,unknown,yes,1
3722,nausea,When did it start?,unknown,yes,1
3723,fatigue,Do you have fever with this?,unknown,yes,1
3724,fatigue,Is the pain mild,unknown,yes,1
3725,fatigue,moderate,unknown,yes,1
3726,fatigue,or severe?,unknown,yes,1
3727,fatigue,Any known allergies?,unknown,yes,1
3728,shortness_of_breath,Any known allergies?,unknown,yes,1
3729,shortness_of_breath,When did it start?,unknown,yes,1
3730,shortness_of_breath,Are symptoms getting worse?,unknown,yes,1
3731,shortness_of_breath,Do you have fever with this?,unknown,yes,1
3732,nausea,Is the pain mild,unknown,yes,1
3733,nausea,moderate,unknown,yes,1
3734,nausea,or severe?,unknown,yes,1
3735,nausea,Any known allergies?,unknown,yes,1
3736,shortness_of_breath,Is the pain mild,unknown,yes,1
3737,shortness_of_breath,moderate,unknown,yes,1
3738,shortness_of_breath,or severe?,unknown,yes,1
3739,shortness_of_breath,When did it start?,unknown,yes,1
3740,swelling,How long have you had this symptom?,unknown,yes,1
3741,swelling,Is the pain mild,unknown,yes,1
3742,swelling,moderate,unknown,yes,1
3743,swelling,or severe?,unknown,yes,1
3744,swelling,Do you have fever with this?,unknown,yes,1
3745,cough,Any known allergies?,unknown,yes,1
3746,cough,Any recent travel?,unknown,yes,1
3747,cough,Is the pain mild,unknown,yes,1
3748,cough,moderate,unknown,yes,1
3749,cough,or severe?,unknown,yes,1
3750,cough,Do you have fever with this?,unknown,yes,1
3751,shortness_of_breath,When did it start?,unknown,yes,1
3752,shortness_of_breath,Any known allergies?,unknown,yes,1
3753,nasal_congestion,Is the pain mild,unknown,yes,1
3754,nasal_congestion,moderate,unknown,yes,1
3755,nasal_congestion,or severe?,unknown,yes,1
3756,nasal_congestion,Any known allergies?,unknown,yes,1
3757,sore_throat,How long have you had this symptom?,unknown,yes,1
3758,sore_throat,When did it start?,unknown,yes,1
3759,sore_throat,Is the pain mild,unknown,yes,1
3760,sore_throat,moderate,unknown,yes,1
3761,sore_throat,or severe?,unknown,yes,1
3762,cough,Do you have fever with this?,unknown,yes,1
3763,cough,Any recent travel?,unknown,yes,1
3764,cough,Any known allergies?,unknown,yes,1
3765,itching,Do you have fever with this?,unknown,yes,1
3766,itching,How long have you had this symptom?,unknown,yes,1
3767,itching,Any recent travel?,unknown,yes,1
3768,chest_pain,Do you have fever with this?,unknown,yes,1
3769,chest_pain,Is the pain mild,unknown,yes,1
3770,chest_pain,moderate,unknown,yes,1
3771,chest_pain,or severe?,unknown,yes,1
3772,chest_pain,Are symptoms getting worse?,unknown,yes,1
3773,chest_pain,Any known allergies?,unknown,yes,1
3774,stomach_pain,Any recent travel?,unknown,yes,1
3775,stomach_pain,Is the pain mild,unknown,yes,1
3776,stomach_pain,moderate,unknown,yes,1
3777,stomach_pain,or severe?,unknown,yes,1
3778,rash,Do you have fever with this?,unknown,yes,1
3779,rash,How long have you had this symptom?,unknown,yes,1
